ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
83892,Leonid Oleksiyovych Mykytenko,M,24.0,174.0,65.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",
29045,"Melanie ""Mel"" Dodd",F,27.0,175.0,67.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
78593,Jos Paulo Mendes,M,20.0,179.0,65.0,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
87504,Jeff Wayne Nygaard,M,28.0,195.0,90.0,United States,USA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,
133172,Yoto Vasilev Yotov,M,23.0,165.0,79.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Lightweight,Silver
133245,Elaine Clara Marie Hermenia Youngs,F,26.0,183.0,66.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,
52602,Daniar Ismailow,M,20.0,173.0,69.0,Turkmenistan,TKM,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Lightweight,
119439,Walter Beardsley Tewksbury,M,24.0,183.0,64.0,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 60 metres,Silver
90672,Yury Pakhlyayev,M,25.0,188.0,68.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's High Jump,
78366,Odysseus Meladinis,M,26.0,193.0,85.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
61191,Paul Klenerman,M,21.0,180.0,70.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",
91072,Kazem Panjavi,M,25.0,,67.0,Iran,IRI,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Lightweight,
85805,Alana Nicholls,F,26.0,172.0,66.0,Australia,AUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",
81764,Amado Rigoberto Morales Cosme,M,28.0,174.0,85.0,Puerto Rico,PUR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Javelin Throw,
79900,"John ""Jack"" Miller",M,22.0,,,United States,USA,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
87767,Massimo Oberti,M,35.0,,,Esperia,ITA,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed 6 metres,
114701,Britta Steffen,F,16.0,180.0,60.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
122217,Aleksandr Petrovich Tsarevich,M,21.0,175.0,65.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,
130423,Ian Wiley,M,28.0,178.0,70.0,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
28817,Charles Percy Dixon,M,35.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Tennis,Tennis Men's Singles,
109655,Yelena Nikolayevna Shevchenko,F,16.0,152.0,42.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
107822,"Josef ""Peppi"" Schwaiger",M,25.0,,,Germany,GER,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
2725,Giuseppe Aliberti,M,23.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,
82391,Kimpale Mosengo,M,25.0,178.0,,Congo (Kinshasa),COD,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,
60241,Kim Seung-Il,M,23.0,171.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,
6168,Mark Anthony Awere,M,21.0,172.0,74.0,Ghana,GHA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,
100666,Alfred Ridley Martin (-Ridley-Martin),M,30.0,188.0,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Team",
83469,"John Lawrence Cosgrave ""Jack"" Murdoch",M,19.0,,,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,Bronze
51150,Gary Norman Hurring,M,22.0,192.0,85.0,New Zealand,NZL,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,
47168,Oliver Nicola Hegi,M,23.0,169.0,63.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
9336,"Kalayathumkuzhi Mathews ""K. M."" Beenamol",F,28.0,163.0,50.0,India,IND,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,
130825,Hannah Jane Arnett Wilson,F,15.0,174.0,65.0,Hong Kong,HKG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Freestyle,
40398,Matthew Gilmore,M,28.0,178.0,67.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Points Race,
1687,Jonathan Akinyemi,M,23.0,188.0,85.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
42966,Charles Livingstone Grimes,M,21.0,200.0,99.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Gold
3786,Villy Bkgaard Andersen,M,22.0,168.0,51.0,Denmark,DEN,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Flyweight,
51204,Thor Hushovd,M,22.0,183.0,84.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",
70236,Karl Gustaf Lennart Lindroos,M,25.0,,,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 200 metres Breaststroke,
74465,Francis Manioru,M,22.0,160.0,64.0,Solomon Islands,SOL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,
93429,Rita Peri,F,15.0,159.0,47.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,
81876,Jagmal More,M,20.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,
127077,Achim Vogt,M,23.0,179.0,85.0,Liechtenstein,LIE,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Super G,
59999,Kim I-Yong,M,34.0,167.0,54.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Marathon,
30093,Peter Willem Drost,M,26.0,192.0,84.0,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
118518,Tao Li,F,18.0,160.0,58.0,Singapore,SGP,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,
16674,Derek Burnett,M,29.0,178.0,87.0,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Trap,
122904,Rato Tvrdi,M,28.0,185.0,80.0,Yugoslavia,YUG,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,
50320,Julie Kathryn Howard,F,19.0,173.0,63.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
48859,Jaime Hitelman Reitich,M,,,,Chile,CHI,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,
127479,Chonlathorn Vorathamrong,F,20.0,166.0,50.0,Thailand,THA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Backstroke,
85877,Claude Nicolas,M,27.0,180.0,70.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",
61240,Josef Klma,M,25.0,,,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,
9413,Pamela Behr (-Knauth),F,19.0,163.0,58.0,West Germany,FRG,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Slalom,
7261,Klaas Cornelis Hendrik Balk,M,19.0,182.0,78.0,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
83480,Tnase Mureanu,M,32.0,178.0,69.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Team",
21822,Milly Clark,F,27.0,,,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
72060,Gina Lckenkemper,F,19.0,170.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
85803,John Allen Nicholas,M,31.0,,,Australia,AUS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,
4096,Ionu Andrei,M,24.0,194.0,105.0,Romania,ROU,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,
72810,Franois Arthur Mabillon,M,31.0,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Bronze
116598,Klaus Uuno Suomela (Lindholm-),M,35.0,,,Finland,FIN,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Literature,
66140,"Christopher Patrick ""Chris"" Lambert",M,23.0,189.0,83.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,
89493,Nahum Orobitg Prez,M,16.0,,,Andorra,AND,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Super G,
9624,Alan Richard Bell,M,23.0,190.0,82.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,
119080,Marcio Soares Teles,M,22.0,180.0,68.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
35261,scar Albeyro Figueroa Mosquera,M,21.0,159.0,62.0,Colombia,COL,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Bantamweight,
122928,Ilya Tyapkin,M,25.0,160.0,65.0,Kyrgyzstan,KGZ,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
97659,Erki Ptsep,M,24.0,179.0,69.0,Estonia,EST,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",
111008,Bahadur Singh Chauhan,M,34.0,179.0,105.0,India,IND,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Shot Put,
20018,Andr Chauvet,M,,,,France,FRA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Double Shot",
34012,"Mohamed Muktar Jama ""Mo"" Farah",M,29.0,175.0,58.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",Gold
15527,Graeme Allen Brown,M,29.0,177.0,75.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
107206,Thorsten Schmitt,M,22.0,179.0,65.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Nordic Combined,Nordic Combined Men's Team,
115671,Chantal Strasser,F,18.0,180.0,64.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,
75781,Laura Martnez Ruiz,F,16.0,149.0,39.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,
130119,Simon Lyle Wi Rutene,M,21.0,172.0,68.0,New Zealand,NZL,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Super G,
16998,Derya Bykuncu,M,28.0,190.0,90.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Backstroke,
18609,Gladys Helena Carson (-Hewitt),F,21.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
64997,Ludwig Kunstmann,M,58.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",
95460,Kristian Peter Pless,M,19.0,187.0,80.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Singles,
13718,Emma Bosch Castell,F,20.0,,,Spain,ESP,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
72051,Frank Luck,M,34.0,179.0,76.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 10 kilometres Sprint,
75428,Savannah Rose Dee Marshall,F,21.0,181.0,75.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Middleweight,
49408,Reiner Hollmann,M,23.0,175.0,70.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,
72642,Clifford Lyne,M,22.0,,,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Individual Medley,
93056,"Clifford Raymond ""Cliff"" Pennington",M,19.0,183.0,77.0,Canada,CAN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
122805,Jaromr Turnovsk,M,23.0,,,Czechoslovakia,TCH,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Speed Skating,"Speed Skating Men's 1,500 metres",
97609,"Thomas Charles ""Tom"" Purvis",M,44.0,,,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
35648,"John Richardson ""Johnny"" Fitzpatrick",M,21.0,175.0,60.0,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
71972,Danuta Ewa Lubowska (-Goch),F,16.0,158.0,52.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,
120845,Kari Oula Erkki Salola Tolvanen,M,39.0,,,Finland,FIN,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",
120836,Ilona Tolnai-Rkhely (Ldermaier-),F,31.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,
107627,Laura Lynne Schuler,F,27.0,169.0,64.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
68555,Juan Antonio Leiva,M,19.0,,,Venezuela,VEN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,
99255,"Eleanor Jane ""Nonie"" Ray",F,25.0,170.0,70.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Double Sculls,
19563,Chai Biao,M,21.0,186.0,80.0,China-2,CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Doubles,
21518,Angelo Ciccone,M,24.0,174.0,62.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Points Race,
132235,Atagn Yalnkaya,M,17.0,165.0,48.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Flyweight,Silver
120051,Karl Tore William Thoresson,M,32.0,171.0,67.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,
39204,"Thomas Franklin ""Tom"" Gayford",M,39.0,172.0,70.0,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
125042,Vra Vanurov (-Rylickov),F,19.0,,,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,
22939,"Jacqueline ""Jacqui"" Cooper",F,37.0,176.0,65.0,Australia,AUS,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Aerials,
22998,Andrea Coppolino,M,28.0,164.0,65.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,
120689,Toncho Todorov,M,17.0,165.0,56.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
53799,Jan Petrus Leonardus Janssen,M,27.0,183.0,79.0,Netherlands,NED,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,
35510,"Friedrich ""Fritz"" Fischer",M,27.0,181.0,77.0,West Germany,FRG,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 10 kilometres Sprint,
16876,David Bustos Gonzlez,M,21.0,182.0,64.0,Spain,ESP,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",
120321,Viktor Vasilyevich Tikhonov,M,25.0,185.0,77.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,
39172,Monika Gawenus-Holzner-Pflug,F,17.0,173.0,64.0,West Germany,FRG,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 1,000 metres",Gold
19950,Philippe Chartrand,M,20.0,160.0,70.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,
12271,Arthur Blickenstorfer,M,33.0,166.0,74.0,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Individual",
99659,Robert Reichel,M,26.0,178.0,83.0,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
8842,Ral Bauza,M,25.0,180.0,73.0,Argentina,ARG,1960 Summer,1960,Summer,Roma,Modern Pentathlon,Modern Pentathlon Men's Individual,
131997,Xia Wan,M,24.0,173.0,75.0,China,CHN,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
109141,Hrant Shahinyan,M,28.0,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,Gold
116349,"Catherine Ann ""Cathy"" Sulinski",F,26.0,175.0,76.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Javelin Throw,
70019,Marta Linares Garca,F,18.0,172.0,48.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
75973,Aleksandr Georgiyevich Martyshkin,M,25.0,189.0,89.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Bronze
64444,Nikolay Vyacheslavovich Kryukov,M,17.0,164.0,59.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Floor Exercise,
45219,Fabian Hambchen,M,20.0,164.0,62.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,
76925,Axel May,M,35.0,180.0,88.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,
24074,Erika Csnyi,F,15.0,152.0,40.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Team All-Around,
56898,Marina Charlotte Kalla,F,26.0,162.0,60.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Silver
105955,Mohamed Ali Sassi,M,24.0,160.0,64.0,Tunisia,TUN,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Welterweight,
135244,Dragan Zori,M,25.0,193.0,92.0,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
63958,Josef Krejci,M,25.0,,,Austria,AUT,1936 Summer,1936,Summer,Berlin,Handball,Handball Men's Handball,Silver
58626,Caren Marie Alexis Kemner,F,23.0,185.0,79.0,United States,USA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,
66215,Pentti Johannes Lammio,M,32.0,,,Finland,FIN,1952 Winter,1952,Winter,Oslo,Speed Skating,"Speed Skating Men's 5,000 metres",
66622,Louis Octave Lapize,M,20.0,,,France,FRA,1908 Summer,1908,Summer,London,Cycling,Cycling Men's 20 kilometres,
56826,Irina Nikolayevna Kalentyeva,F,34.0,155.0,45.0,Russia,RUS,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",
33974,Fang Yuting,F,22.0,170.0,62.0,China,CHN,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,
24862,Mona Dahle (-Sivertsen),F,25.0,168.0,63.0,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,
79482,Robin Middleton,M,31.0,188.0,85.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,
105341,Per Sandgaard Srensen,M,37.0,180.0,70.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Individual",
3966,Nils Gustaf Andersson (-Eke),M,22.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 400 metres Breaststroke,
3125,Jos Alustiza Garca,M,24.0,176.0,81.0,Spain,ESP,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
